,Title,Link,Company,Size company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
1278,Giáo Viên Robotics (Full - Time),https://www.topcv.vn/viec-lam/giao-vien-robotics-full-time/682557.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Công nghệ DTT,25-99 nhân viên,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"• Tốt nghiệp đại học CNTT hoặc chuyên ngành liên quan.• Ưu tiên ứng viên tốt nghiệp các trường Đại học Bách Khoa, Đại học Công nghệ, Đại học quốc gia, Đại học Sư phạm, Học viện Công nghệ Bưu chính Viễn thông.• Có ít nhất 1 năm kinh nghiệm trong giảng dạy hoặc thực tế làm về CNTT hoặc Robotics.• Am hiểu về môn học giảng dạy.• Có trách nhiệm cao trong công việc, yêu nghề, nhiệt tình trong giảng dạy.• Có năng lực sư phạm, kỹ năng thuyết trình.• Ham học hỏi, trau dồi kiến thức.• Có kinh nghiệm giảng dạy, đã có kinh nghiệm giảng dạy hoặc triển khai các mô hình ICT hoặc các môn Robot, Khoa học máy tính, IoT là một lợi thế."
1279,2D Concept Game Artist - Từ 2 Năm Kinh Nghiệm,https://www.topcv.vn/viec-lam/2d-concept-game-artist-tu-2-nam-kinh-nghiem/1327557.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADONE,100-499 nhân viên,Tới 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm làm việc ở vị trí 2D Game Concept Artist từ 02 năm trở lên, mạnh về lên concept game.Có kiến thức tốt về UI/UX, có khả năng tư duy, logic về hình ảnh, màu sắc trong game, có kinh nghiệm về Mobile game art.Sử dụng thành thạo Photoshop, Illustrator.Sử dụng thành thạo Wacom, vẽ tay tốt.Lợi thế:Sử dụng được Unity3D/ Particle FX/ Spine AnimationCó khả năng concept nhân vật, môi trường cho gameYêu thích game, có kinh nghiệm làm game mobile."
1280,3D Game Modeling Artist - Từ 2 Năm Kinh Nghiệm,https://www.topcv.vn/viec-lam/3d-game-modeling-artist-tu-2-nam-kinh-nghiem/1327561.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADONE,100-499 nhân viên,Tới 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Từ 02 năm kinh nghiệm làm việc ở vị trí 3D Model/Animation.Thành thạo các phần mềm 3D như Maya, 3Ds Max, Blender, Zbrush, Substance Painter, 3DCoat.Quen thuộc với các phần mềm thiết kế như Adobe PTS, After Effect, Unity, Unreal.Nắm bắt được các yếu tố ánh sáng, shade, màu sắc, texturing, modeling, và scripting. Hiểu về giải phẫu học.Có khả năng teamwork tốt để phối hợp với các bộ phận trong cùng team như Game Designer/2D-3D/Effect /Developer.Thành thạo vẽ Wacom."
1281,BrSE Fulltime,https://www.topcv.vn/viec-lam/brse-fulltime/1279941.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Yopaz,25-99 nhân viên,"1,500 - 3,500 USD",Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có nhiều năm làm BrSE/PM cho các dự án ở thị trường NhậtTiếng Nhật thành thạo, tương đương N2 trở lênOpen cả ứng viên ở Việt Nam và đang ở Nhật BảnCó kĩ năng làm basic design, detail designNắm vững một trong các ngôn ngữ lập trình như: PHP, Java, Python, NodeJSCó đam mê với lập trình, kiến thức chuyên sâu về kĩ thuật là lợi thế."
1282,Thực Tập Sinh Tiếng Hàn (IT),https://www.topcv.vn/viec-lam/thuc-tap-sinh-tieng-han-it/1159349.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TVT GROUP,25-99 nhân viên,1 - 2 triệu,Hồ Chí Minh,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"Có kỹ năng giao tiếp tốt, trình bày vấn đề logic.Có khả năng lập kế hoạch và quản lý tốt thời gianCó kĩ năng team workCó thể sử dụng và giao tiếp được tiếng Hàn tốt."
1283,Engineering Supervisor,https://www.topcv.vn/viec-lam/engineering-supervisor/1283453.html?ta_source=ITJobs_LinkDetail,Công ty Cổ Phần Bản Viên,500-1000 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"MUST HAVEHaving experience with project management and related experience.Upper-Intermediate level of one of backend programming language: Scala (preferred), Java or NodeJs.Experience with Rest API/web application/standalone application (cron job) programming/debugging.Experience in designing and developing backend APIs and services on relational databases such as Oracle, SQL Server, PostgreSQL or NoSQL database such as Couchbase, Elasticsearch, MongoDB.Having experience with microservices architecture, SOA, OOP, design patterns, multi-threaded programming/concurrent processing, distributed data architecture design, algorithms.Proficiency in at least two backend programming languages (ex: Java and Golang) or a front-end framework/library (ex: Angular, ReactJS, React Native).Experience with one of the message queuing technologies such as RabbitMQ, ActiveMQ, Oracle Advance Queue, IBM Message Queue, Apache Kafka, Redis.Familiarity with modern build/deploy pipelines and tools (Jenkin, Docker, Kubernetes).Have knowledge of linux OS (CentOS, Ubuntu) and related tools (SSH tool, terminal usage).Familiar with source version control (e.g., GIT, SVN, CVS, TFS, Mercurial, Bitbucket, etc.).Have knowledge about Unit Test, TDD.Familiar with working processes: Agile/Scrum.Work well in teams or groups.Proven ability to solve problems creatively.Bachelor’s Degree or above in Electronic Engineering, Telecommunication, Computer Science, ComputerEngineering, Automation, Information Technology or equivalent.Fluent in both written and spoken English.NICE TO HAVEHaving Scrum certification (Scrum Master, Scrum Product Owner) or PMP/PMI certification is an advantage."
1284,Manual Tester,https://www.topcv.vn/viec-lam/manual-tester/1326684.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Yopaz,25-99 nhân viên,18 - 28 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có từ 3 năm kinh nghiệm trong nghiệp vụ testing với web/mobile appHiểu biết về các giai đoạn kiểm thử (Unit Test, Integration Test, System Test, Acceptance Test,...) và quy trình testTư duy nghiệp vụ linh hoạt, nắm chắc các kỹ thuật manual testCó kinh nghiệm test API, SQL.Điểm cộng:Từng quản lý team nhỏ 1-3 người là lợi thếCó tiếng Nhật/ làm việc trong môi trường văn hóa Nhật là một lợi thếCó kinh nghiệm test Performance, Automation framwork là lợi thếCó ISTQB là lợi thế."
1285,Nhân Viên Hành Chính Nhân Sự,https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su/556329.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,10-24 nhân viên,12 - 15 triệu,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Nữ,"YÊU CẦU NĂNG LỰCTrình độ học vấn/bằng cấpCao đẳng chuyên ngành nhân sự hoặc liên quanKiến thứcTuyển dụng, pháp lý lao động, tính lương thưởng, nghiệp vụ BHXH, thuế TNCN, nghiệp vụ hành chính – văn thư, truyền thông văn hóa trong doanh nghiệp.Kinh nghiệm làm việcÍt nhất 1 năm ở vị trí tương đươngKinh nghiệm ngànhDịch vụ, thương mại điện tửTrình độ ngoại ngữ/Tin họcSơ cấp trở lên, vi tính văn phòng sử dụng thành thạo MS Office.Kỹ năngTổ chức – điều phối – quản lý dự án, giải quyết vấn đề, phỏng vấn, đào tạo nội bộ, giao tiếp – thuyết trình,...Thái độCầu thị, chính trực, tích cực, quyết liệt nhưng khéo léo.2 - TIÊU CHÍ ỨNG VIÊN:- Nữ: 1986 - 1992. Ngoại hình dễ nhìn, Cá tính quyết đoán, Có kinh nghiệm tối thiểu 2 năm trong HCNS và trợ lý giám đốc.- Am hiểu quy định, luật lao động và làm việc cơ quan bảo hiểm.- Sức khoẻ tốt, giọng nói dễ nghe và chịu áp lực.- Trung thực, nhanh nhẹn, nhiệt tình, thân thiện, ứng xử và truyền đạt tốt.- Biết lắng nghe, luôn điền tĩnh và đưa ra cách giải quyết hài hoà cấp trên và tập thể nhân viên. - Tác phong gọn gàng, sạch sẽ, chỉn chu, gương mẫu và tính kỷ luật cao.- Không ngừng cầu tiến và mục tiêu sự nghiệp rõ ràng.- Từng trải qua vị trí tương ứng trong ngành hoặc kinh nghiệm là 1 lợi thế."
1286,Nhân Viên Designer & Editor,https://www.topcv.vn/viec-lam/nhan-vien-designer-editor/828672.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,10-24 nhân viên,7 - 9 triệu,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Nam/Nữ: trên 20 tuổi. - Sức khoẻ tốt, chịu áp lực, không ngừng cầu tiến và mục tiêu sự nghiệp rõ ràng.- Trung thực, nhanh nhẹn, nhiệt tình, thân thiện, ứng xử và truyền đạt tốt.- Sử dụng thành thạo các phần mềm đồ họa, chỉnh sửa Video.- Có thẩm mỹ tốt, khả năng nắm bắt xu hướng cao.- Phong cách thiết kế đơn giản, thu hút. Tính tỉ mỉ, chau chuốt trong thiết kế hình ảnh.- Năng động, sáng tạo, có tinh thần làm việc cá nhân và theo nhóm.- Tác phong gọn gàng, sạch sẽ, chỉnh chu và chuyên nghiệp. Đặc biệt tính kỷ luật cao.- Sở thích & đam mê sản phẩm IT công nghệ (Laptop / PC Gaming / Gaming Gear và Games). Có kinh nghiệm thiết kế, chụp ảnh và làm video trong ngành là một lợi thế."
1287,Nhân Viên Phân Tích Nghiệp Vụ,https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-nghiep-vu/1327492.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MỸ PHẨM THIÊN NHIÊN MELA,25-99 nhân viên,10 - 12 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1. Trình độ học vấn:- Đại học trở lên- Chuyên môn: Tốt nghiệp Đại học chuyên ngành Quản trị kinh doanh, Công nghệ thông tin- Kinh nghiệm: 01 năm kinh nghiệm ở vị trí phân tích nghiệp vụ.2. Kỹ năng/khả năng:- Có khả năng tìm hiểu và phân tích các vấn đề trong doanh nghiệp.- Có tư duy tích hợp hệ thống Intergration System- Có hiểu biết về cấu trúc dữ liệu và hệ thống, đọc hiểu tài liệu API- Có kinh nghiệm làm mảng CRM, ERP- Thành thạo các kỹ năng văn phòng- Hiểu biết về nghiệp vụ thương mại điện tử là một lợi thế.- Có khả năng viết các tài liệu.- Có khả năng giao tiếp và trình bày các vấn đề nghiệp vụ.- Thành thạo Tiếng Anh chuyên ngành là một lợi thế."
1288,Nhân Viên IT Support,https://www.topcv.vn/viec-lam/nhan-vien-it-support/1327125.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Dịch Vụ Tiếp Vận Toàn Cầu,100-499 nhân viên,Thoả thuận,Bà Rịa-Vũng Tàu,Nhân viên,2 năm,Toàn thời gian,Nam,"Nam, tuổi dưới 35 tuổiTốt nghiệp đại học các chuyên ngành liên quan đến CNTT, máy tính,...Có ít nhất 2 năm kinh nghiệm về quản trị mạng - IT Network AdministratorCó kĩ năng giải quyết, khắc phụ sự cố liên quan đến mạng, máy chủCó kiến thức về chuyển mạch CISCO, Router, Asa firewall system, VMware virtualization, Veeam backupCó kiến thức về phân tích, xử lí thông tin liên quan đến hardware/software system, khả năng cập nhật công nghệ và thông tin nhanh chóngCó kiến thức về PC hardware và phần mềm Windows, TCP/IP, LAN, InternetSử dụng được tiếng Anh trong công việcThời gian làm việc: 8h00 - 17h00 từ thứ 2 đến thứ 6 và 8h00 - 12h00 (Thứ 7)"
1289,Nhân Viên Nữ HCNS C&B Kiêm Trợ Lý Giám Đốc,https://www.topcv.vn/viec-lam/nhan-vien-nu-hcns-cb-kiem-tro-ly-giam-doc/1289032.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,10-24 nhân viên,12 - 15 triệu,Hồ Chí Minh,Trưởng nhóm,2 năm,Toàn thời gian,Nữ,"1. Trình độ học vấn/bằng cấp Cao đẳng chuyên ngành nhân sự hoặc liên quan
Kiến thức Tuyển dụng, pháp lý lao động, tính lương thưởng, nghiệp vụ BHXH, thuế TNCN, nghiệp vụ hành chính – văn thư, truyền thông văn hóa trong doanh nghiệp.
Kinh nghiệm làm việc Ít nhất 1 năm ở vị trí tương đương
Kinh nghiệm ngành Dịch vụ, thương mại điện tử
Trình độ ngoại ngữ/Tin học Sơ cấp trở lên, vi tính văn phòng sử dụng thành thạo MS Office.
Kỹ năng Tổ chức – điều phối – quản lý dự án, giải quyết vấn đề, phỏng vấn, đào tạo nội bộ, giao tiếp – thuyết trình,...
Thái độ Cầu thị, chính trực, tích cực, quyết liệt nhưng khéo léo.2 - TIÊU CHÍ ỨNG VIÊN:- Nữ: 1986 - 1992. Ngoại hình dễ nhìn, Cá tính quyết đoán, Có kinh nghiệm tối thiểu 2 năm trong HCNS và trợ lý giám đốc.- Am hiểu quy định, luật lao động và làm việc cơ quan bảo hiểm.- Sức khoẻ tốt, giọng nói dễ nghe và chịu áp lực.- Trung thực, nhanh nhẹn, nhiệt tình, thân thiện, ứng xử và truyền đạt tốt.- Biết lắng nghe, luôn điền tĩnh và đưa ra cách giải quyết hài hoà cấp trên và tập thể nhân viên. - Tác phong gọn gàng, sạch sẽ, chỉn chu, gương mẫu và tính kỷ luật cao.- Không ngừng cầu tiến và mục tiêu sự nghiệp rõ ràng.- Từng trải qua vị trí tương ứng trong ngành hoặc kinh nghiệm là 1 lợi thế.Thời gian và địa điểm làm việc:- Địa điểm: 399 Xô Viết Nghệ Tĩnh, P24, Bình Thạnh, Tp.HCM- Thời gian thử việc: Thứ 2 - Thứ 7 (từ 08:00 - 17:00), nghỉ trưa 60 phút. Nghỉ 2 ngày thứ 7 trong tháng."
1290,Flutter Developer,https://www.topcv.vn/viec-lam/flutter-developer/690071.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Bliss,10-24 nhân viên,15 - 25 triệu,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Sử dụng thành thạo Flutter, kinh nghiệm từ 1 năm.Đã trực tiếp triển khai 1 dự án Flutter từ ban đầu.Có kinh nghiệm phát triển dự án Mobile iOS hoặc Android từ 1 năm là điểm cộng.Có kinh nghiệm làm việc với JSON REST API, GIT, JWT ...Sáng tạo, khả năng nắm bắt vấn đề, ra giải pháp nhanh và cho kết quả nhanh.Có khả năng làm việc theo nhóm và làm việc độc lập.Không yêu cầu tiếng Anh."
1291,Marketing Leader,https://www.topcv.vn/viec-lam/marketing-leader/1326565.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH 1 THÀNH VIÊN ISOFHCARE,100-499 nhân viên,Tới 25 triệu,Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Có trình độ chuyên môn đúng chuyên ngành MarketingCó ít nhất 2 năm kinh nghiệm trong lĩnh vực CNTT/ Ứng dụng/ Social Media/ Event, ...Khả năng tư duy chiến lược, phân tích số liệu tốt, khả năng planning tốtMáu lửa, nhiệt huyết, khả năng tự học và phát triển bản thân.Khả năng lãnh đạo và phát triển đội nhóm.Tư duy dịch vụ và tận tâm phục vụ khách hàng.Sáng tạo, đổi mới, linh hoạt.Sẵn sàng chinh phục mọi giới hạn để bứt phá thành công.Kỷ luật, nhất quán lời nói và hành động."
1292,Chuyên Viên Triển Khai Và Hỗ Trợ Phần Mềm,https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-va-ho-tro-phan-mem/1326900.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Công nghệ Fastwork Việt Nam,25-99 nhân viên,7 - 17 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp Cao đẳng/Đại học, chuyên ngành: công nghệ thông tin, hệ thống thông tin, QTKD, kỹ thuật,...Ưu tiên ứng viên có kinh nghiệm về tư vấn triển khai phần mềmCó kỹ năng tin học văn phòng tốtThái độ: trung thực, cầu tiến, có trách nhiệm trong công việc"
