Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
Lập Trình Viên Frontend (Angular),https://www.topcv.vn/viec-lam/lap-trinh-vien-frontend-angular/1288569.html?ta_source=ITJobs_LinkDetail,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),Thoả thuận,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"○ Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Công nghệ phần mềm, Toán tin.○ Có ít nhất 2 năm làm việc trong lĩnh vực Frontend, ưu tiên có kinh nghiệm về Angular, React.○ Thành thạo ngôn ngữ Javascript, Typescript, ES6....○ Hiểu biết về Rxjs, Promise, NX worksplace...○ Hiểu biết về trình duyệt, các vùng lưu trữ dữ liệu trên trình duyệt (LocalStorage,SessionStorage, Cookie...)○ Sử dụng thành thạo git và các công cụ hỗ trợ khác.○ Có trách nhiệm cao với công việc, gắn bó lâu dài với công ty. Ưu tiên:○ Có kinh nghiệm hoặc hiểu biết về triển khai trên các nền tảng Cloud, các nền tảng hạ tầng như Docker, K8S, OpenShift...○ Có tinh thần chịu khó học hỏi, cập nhật công nghệ mới, tìm hiểu kiến thức mới và nghiên cứu công nghệ và giải pháp khi được yêu cầu.○ Có khả năng đọc, tìm hiểu tài liệu kỹ thuật tiếng Anh chuyên ngành.○ Hiểu biết nghiệp vụ ngân hàng tài chính nói chung, có kinh nghiệm về các dự án liên quan.○ Hiểu biết về RESTful API, SEO, UI/UX. ○ Hiểu biết về các tiêu chuẩn bảo mật dành cho Web/Mobile/iFrame.○ Hiểu biết nhất định về các cơ sở dữ liệu: MongoDB, PostgreSQL, MySQL."
Nhân Viên IT Helpdesk,https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/1288611.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Tập đoàn MCV (MCV Group),10 - 13 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Có kinh nghiệm làm IT Helpdesk/ IT Support tối thiểu 2 năm- Biết cài đặt hệ điều hành, các công cụ, phần mềm văn phòng- Có kỹ năng xử lý các sự cố liên quan đến modem, thiết bị switch, ... - Nhiệt tình, cẩn thận, có trách nhiệm với công việc- Tốt nghiệp CĐ, ĐH các chuyên ngành Công nghệ thông tin, Kỹ thuật máy tính, .."
Lead Marketing Game,https://www.topcv.vn/viec-lam/lead-marketing-game/1288170.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,"1,000 - 1,500 USD",Hà Nội,Trưởng nhóm,5 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm từ 01 năm ở vị trí trưởng nhóm Marketing hoặc tương tự trong lĩnh vực game thị trường global, đặc biệt các dòng game casual, hypercasual.Có kỹ năng xây dựng kế hoạch MKT, tuyển dụng, đào tạo, phân bổ, đánh giá nhân sự trong team.Có kinh nghiệm chạy MKT game qua các kênh Facebook, Google.Kinh nghiệm các kênh khác như Tiktok ads, Youtube ads, ... là lợi thếCó khả năng phân tích, giải quyết vấn đề hiệu quả.Có sự chủ động, tinh thần trách nhiệm cao trong công việc."
Business Analyst,https://www.topcv.vn/brand/vuihoc/tuyen-dung/business-analyst-j1288284.html?ta_source=ITJobs_LinkDetail,VUIHOC.vn,35 - 40 triệu,Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"Bằng cử nhân trở lên: CNTT, Kinh tế, Tài chính, Thương mại,...Có từ 4 -5 năm kinh nghiệm tham gia các dự án phát triển phần mềm, ứng dụng, hệ thống cho doanh nghiệp.Hiểu biết về quy trình triển khai các dự án phần mềm.Ưu tiên ứng viên có kinh nghiệm làm các mảng như CDP, ERP, CRMCó khả năng kết nối nhiều bộ phận và đơn vị trong quá trình triển khai dự án.Kỹ năng giao tiếp và truyền đạt thông tin tốt.Làm việc dưới áp lực, có kỹ năng quản lý thời gian để đáp ứng được tiến độ các dự án phụ trách.Hiểu biết về UI/UX là một điểm cộng."
Quản Trị Hệ Thống,https://www.topcv.vn/viec-lam/quan-tri-he-thong/1103855.html?ta_source=ITJobs_LinkDetail,FPT Information System,Thoả thuận,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp trường đại học chuyên ngành CNTT/ DTVT hoặc các trường đào tạo tương đương NIIT/FPT Aptech/ FPT Jetking-TOIEC > 500 hoặc tương đương- Ưu tiên đã/ đang tham gia các khóa học chuyên ngành như MCSA, LPIC-1, ... - Hoặc Các chứng chỉ cloud của: AWS, Azure, O365, ... về vận hành, thiết kế- Hoặc các chứng chỉ ảo hóa của Vmware- Có ít nhất 2 năm kinh nghiệm làm việc với các hệ thống máy chủ, lưu trữ, ...- Chấp nhận đi công tác nước ngoài dài ngày- Khả năng giao tiếp tiếng Anh tốt- Ưu tiên ứng viên biết tiếng Nhật"
Senior Tester,https://www.topcv.vn/viec-lam/senior-tester/960385.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH THỊ GIÁC META,"700 - 1,500 USD",Hà Nội,Trưởng nhóm,2 năm,Toàn thời gian,Không yêu cầu,"Đã có kinh nghiệm làm Test Leader
Nắm vững các kỹ thuật và kiến thức về testing.
Có khả năng đọc tài liệu tiếng Anh, viết test spec bằng tiếng Anh.
Tư duy logic tốt
Kỹ năng teamwork tốt
Ưu tiên ứng viên đã từng làm dự án về product.
Ưu tiên ứng viên có kiến thức kinh nghiệm về các dây chuyền tự động hóa trong nhà máy.
Ưu tiên ứng viên có kiến thức về xử lý ảnh (Computer Vision).
Ưu tiên ứng viên có tiếng Nhật (N3 trở lên)."
Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1287779.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Thu phí tự động VETC,14 - 33 triệu,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"At least 2 years in BA or equivalent position. Experience with agile development methodologies and tools. Ability to understand business and product metrics. Ability to work effectively in a fast-paced environment and deliver excellent results. Good problem-solving, prioritization, and organizational skills. Good interpersonal and communication skills and are adept at working with multiple stakeholders to drive desired outcomes. Good to have: project management skills, data analysis skills"
Technical Support,https://www.topcv.vn/viec-lam/technical-support/1288300.html?ta_source=ITJobs_LinkDetail,LOTTE DATA COMMUNICATION VIETNAM,10 - 15 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"Experience as a System Administrator, Network Administrator or similar roleCisco devices knowledge includes routers, switches, and firewalls. (at least a CCNA certificate, having CCNP knowledge is an advantage.Manage Windows, Linux, DHCP, DNS ..Security knowledge: can manage various kinds of firewalls: Fortigate, Juniper, Cisco ASA ...Managing database systems is an advantage: MS SQL, MySQL, Oracle ... knowledge is an advantage.Managed Wireless system with controller: Aero-hive, Unifi, Aruba, Ruckus ...Having knowledge about Virtualization Systems is an advantage: VMWare, Hyper-V, ...Implement and manage a monitoring system."
Product Manager,https://www.topcv.vn/viec-lam/product-manager/1287756.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Thu phí tự động VETC,20 - 50 triệu,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"At least 3 years of experience in mobile app development, with a track record of delivering impactful and customer-satisfying products. Experience with agile development methodologies and tools. Technical background with knowledge of app technologies. Ability to work with customers, technical team, product design team, and management to gather requirements, define product features, and provide technical guidance. Ability to work effectively in a fast-paced environment and deliver excellent results. Excellent critical thinking, stakeholder management and project management skills. Exceptional leadership, organizational, analytical, interpersonal, and communication skills. Previous experience with fintech, ewallet or mini app is a plus."
Game Designer,https://www.topcv.vn/viec-lam/game-designer/1288337.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Công nghệ Insgame,10 - 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Có ít nhất 01 năm kinh nghiệm thực tế tại vị trí tương đương.Thích chơi game, am hiểu về game, đặc biệt là mobile game. Nắm bắt được nhu cầu và xu thế của người chơi game, có tầm nhìn, định hướng được dòng sản phẩm theo thị trường.Có tư duy logic, kỹ năng viết và thuyết trình tốtThành thạo ExcelCó khả năng chủ động giải quyết vấn đề, làm việc độc lập, theo nhóm, chịu được áp lực công việc.Nhiệt tình, có ý thức và tinh thần trách nhiệm cao trong công việc."
Data Analyst,https://www.topcv.vn/viec-lam/data-analyst/1288343.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Công nghệ Insgame,10 - 20 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Có bằng cử nhân hoặc cao hơn về Toán học, Kinh tế, IT hoặc những ngành liên quan.Có kiến thức tốt về xác suất và suy luận thống kêCó từ 1 năm kinh nghiệm về thu thập, làm sạch và xử lý dữ liệu với các công cụ: SQL, Excel, ...Có kỹ năng tốt về biểu đồ hóa dữ liệu với các phần mềm như: Tableau, PowerBI, Google Data Studio,...Có kinh nghiệm làm việc cùng với Firebase, Bigquery là một điểm cộngĐã từng có kinh nghiệm phát triển sản phẩm ứng dụng di động nói chung, mobile game nói riêng là một điểm cộngĐã từng có kinh nghiệm xây dựng và triển khai mô hình machine learning là một điểm cộng lón.Khả năng quản lý, hướng dẫn và xử lý công việc có hệ thống."
Unity Developer,https://www.topcv.vn/viec-lam/unity-developer/1288330.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Công nghệ Insgame,12 - 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp ĐH, CĐ, trung tâm đào tạo chuyên ngành CNTTCó kinh nghiệm phát triển Mobile Game 2D hoặc 3D sử dụng Unity3D. Đã từng làm ít nhất 2-3 mini games bằng Unity (cho cá nhân hoặc công ty). Gửi kèm link sản phẩm trên stores trong CV ứng tuyển.Có kiến thức sâu về Unity3D và C#Có khả năng nắm bắt công nghệ mới tốt"
Product Owner,https://www.topcv.vn/viec-lam/product-owner/1287794.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Thu phí tự động VETC,20 - 50 triệu,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,3+ years of experience in similar roles.Strong understanding of Agile methodologies.Good communication and stakeholder management skills.Technical background with knowledge of web technologies.Previous experience with promotion and loyalty programs is a plus
Technical Lead,https://www.topcv.vn/viec-lam/technical-lead/1288430.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Solazu,Thoả thuận,Hồ Chí Minh,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Requirement:Proficiency in English (verbal & written)Minimum of 5 years of experience in software development, with at least 3 years in a leadership or managerial role.Proven track record of successfully managing software development projects and leading high-performing teams.Strong technical background in software engineering, with expertise in modern development technologies and methodologies.Excellent communication and interpersonal skills, with the ability to effectively engage with clients, team members, and other stakeholderExperience working in an outsourcing or consulting environment is a plus."
Tester (Dự Án Blockchain),https://www.topcv.vn/viec-lam/tester-du-an-blockchain/1287629.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Công Nghệ T9,10 - 20 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Nữ,"Tính cách và kỹ năng phù hợp vs tester: cẩn thận, kiên nhẫn, trau chuốt,...Có khả năng tìm kiếm, đọc, phân tích tài liệu và có tư duy logic.Hiểu biết sử dụng tool automation cơ bản, test manual nhanh, test API, sử dụng được các công cụ hỗ trợ khác.Kinh nghiệm ít nhât 1 năm ở vị trí Tester.Hiểu biết về các sản phẩm công nghệ trong lĩnh vực blockchain/NFTs/DeFi là lợi thế. Ưu tiên ứng viên biết test các sản phẩm Web3.Thành thạo SQL.Kỹ năng tin học văn phòng, Excel..."
Nhân Viên Mobile App Marketing (UA),https://www.topcv.vn/viec-lam/nhan-vien-mobile-app-marketing-ua/1287173.html?ta_source=ITJobs_LinkDetail,MINU PTE. LTD.,10 - 20 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Có tối thiểu 2 năm kinh nghiệm vận hành và tối ưu quảng cáo trên Google Ads/ Facebook Ads. Ngoài ra có kinh nghiệm làm việc với các network khác như Unity, Applovin, Mintegral, Ironsource,... là một lợi thế lớn.Ưu tiên ứng viên tốt nghiệp đại học chuyên ngành Marketing, Kinh tế hoặc các ngành liên quan.Có khả năng quản lý công việc; teamwork tốt và có thể duy trì, phát triển mối quan hệ làm việc tốt với nhiều bên liên quan.Có kỹ năng nghiên cứu thị trường, đối thủ và người dùng.Tư duy logic tốt; kỹ năng tổng hợp, phân tích và đánh giá dữ liệu tốt; khả năng nhìn nhận và xử lý vấn đề tốt.Có tinh thần tự học hỏi và phát triển bản thân; cẩn thận, trách nhiệm, nghiêm túc với công việc.Gu thẩm mỹ tốt, có sense về marketing và creative."
Java Developer (AWS),https://www.topcv.vn/viec-lam/java-developer-aws/1118863.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH AMARIS VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"ABOUT YOUAcademic degree or equivalent working experience in Information Technology or related field Strong proficiency in Java, AWS, and databases (such as MySQL, Oracle or SQL Server) Experience in developing and maintaining scalable and adaptable applications Experience with Spring Framework, RESTful Web Services, and Hibernate Experience with web application development and Web Services (SOAP/REST) Knowledge of Agile software development methodology and related tools (such as JIRA and Confluence) Good knowledge of software testing principles and techniques Strong problem-solving skills and an ability to learn quickly Excellent verbal and written communication skills in English"
Nhân Viên IT Application,https://www.topcv.vn/viec-lam/nhan-vien-it-application/1288126.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Kỹ nghệ Thực phẩm Việt Nam,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Giới tính: Nam/Nữ.Trình độ: Tốt nghiệp Cao đẳng, đại học chuyên ngành công nghệ thông tin.Có kinh nghiệm >=3 năm phát triển phần mềm với ngôn ngữ C#, lập trình với công nghệ Web API, MVC.Có kinh nghiệm một trong các hệ quản trị cơ sở dữ liệu: SQL/MySQL/PostgreSQL, MongoDB...Có kinh nghiệm về javascript, html,css, bootstrap, biết các framework front-end là một lợi thế: Angular, Reactjs, Vuejs...Có kiến thức về hệ thống ERP, và hiểu quy trình kinh doanh (mua/bán hàng/kế toán) là lợi thếCó kiến thức về quản lý dự án"
Manual Tester,https://www.topcv.vn/viec-lam/manual-tester/1288346.html?ta_source=ITJobs_LinkDetail,Công ty Mediastep Software Vietnam,25 - 45 triệu,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Good at English.At least 2 years hands-on experience as a manual QC. Solid knowledge of functional, integration and regression testing. Knowledge of API, performance and security testing is a plus.Dynamic, proactive and high team spirit in a dynamic environment with international colleagues and in a continuous integration/delivery process.Willing to learn, ready to ask team members and clients proactively about issues or problems.Have in-depth understanding of the project and life cycle of testing, phase testing objectives, acceptance criteria and risk-based approaches to testing.Ability to manage and prioritize multiple, diverse features simultaneously.Carefulness, Strong logical thinking and analytical skills.Good at Time management."
